question_stem,question_para_step,answer_label,answer_label_as_choice,choices,metadata_question_id,metadata_graph_id,metadata_para_id,metadata_question_type,metadata_path_len,split,label,context,input,output,task,input_length,output_text,output_label,preds,choice,is_correct
"suppose the situation is favourable happens, how will it affect less frogs.","['A tadpole is hatched', 'The tadpole eventually grows hind legs', 'The tadpole loses its tail', 'The tadpole becomes a frog', 'The frog mates with another frog to produce more offspring', 'A tadpole is hatched', 'The cycle begins again.']",less,B,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",influence_graph:641:2051:104#0,2051,641,INPARA_EFFECT,3,test,1,A tadpole is hatched. The tadpole eventually grows hind legs. The tadpole loses its tail. The tadpole becomes a frog. The frog mates with another frog to produce more offspring. A tadpole is hatched. The cycle begins again.,context: 1. a tadpole is hatched 2. the tadpole eventually grows hind legs 3. the tadpole loses its tail 4. the tadpole becomes a frog 5. the frog mates with another frog to produce more offspring 6. a tadpole is hatched 7. the cycle begins again. question: suppose the situation is favourable happens how will it affect less frogs? options: a) more b) less c) no effect,less,wiqa,108,b) less,b,b) less,b,1
"suppose more eggs hatch happens, how will it affect less tadpoles grow legs.","['A frog lays eggs in the water', 'Tadpoles develop inside of the eggs', 'The eggs hatch', 'The tadpoles eat and grow', 'The tadpoles grow legs and form into frogs', 'The frogs leave the water.']",less,B,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",influence_graph:515:460:138#1,460,515,EXOGENOUS_EFFECT,3,test,1,A frog lays eggs in the water. Tadpoles develop inside of the eggs. The eggs hatch. The tadpoles eat and grow. The tadpoles grow legs and form into frogs. The frogs leave the water.,context: 1. a frog lays eggs in the water 2. tadpoles develop inside of the eggs 3. the eggs hatch 4. the tadpoles eat and grow 5. the tadpoles grow legs and form into frogs 6. the frogs leave the water. question: suppose more eggs hatch happens how will it affect less tadpoles grow legs? options: a) more b) less c) no effect,less,wiqa,94,b) less,b,b) less,b,1
"suppose more bees to pollinate happens, how will it affect less flowers being pollinated.","['A bee visits a flower', 'The pollen from that flower sticks to the bee', 'The bee flies to another flower of the same type', 'The pollen that was stuck to the bee gets brushed onto the pistil of the flower', 'The flower is pollinated', 'Will begin to develop seeds and fruit.']",less,B,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",influence_graph:443:68:33#0,68,443,EXOGENOUS_EFFECT,4,test,1,A bee visits a flower. The pollen from that flower sticks to the bee. The bee flies to another flower of the same type. The pollen that was stuck to the bee gets brushed onto the pistil of the flower. The flower is pollinated. Will begin to develop seeds and fruit.,context: 1. a bee visits a flower 2. the pollen from that flower sticks to the bee 3. the bee flies to another flower of the same type 4. the pollen that was stuck to the bee gets brushed onto the pistil of the flower 5. the flower is pollinated 6. will begin to develop seeds and fruit. question: suppose more bees to pollinate happens how will it affect less flowers being pollinated? options: a) more b) less c) no effect,less,wiqa,102,b) less,b,b) less,b,1
"suppose magma is not hot enough to melt rock happens, how will it affect less igneous rock forming.","['Different kinds of rocks melt into magma', 'Magma cools in the crust', 'Magma goes to the surface and becomes lava', 'Lava cools', 'Cooled magma and lava become igneous rock.']",more,A,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",influence_graph:35:900:61#1,900,35,EXOGENOUS_EFFECT,4,test,0,Different kinds of rocks melt into magma. Magma cools in the crust. Magma goes to the surface and becomes lava. Lava cools. Cooled magma and lava become igneous rock.,context: 1. different kinds of rocks melt into magma 2. magma cools in the crust 3. magma goes to the surface and becomes lava 4. lava cools 5. cooled magma and lava become igneous rock. question: suppose magma is not hot enough to melt rock happens how will it affect less igneous rock forming? options: a) more b) less c) no effect,more,wiqa,88,a) more,a,b) less,b,0
"suppose increased global temperatures happens, how will it affect more or larger pumpkins.","['Get some pumpkin seeds', 'Plant the pumpkin seeds in soil', 'Water the plant if it starts to dry out', 'Don&#x27;t water directly on the leaves', 'Male flowers appear', 'Female flowers are open for one day', 'Pumpkins mature 85-125 days after planting.']",no_effect,C,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",out_of_para:1084:1308:146,1308,1084,OUTOFPARA_DISTRACTOR,0,test,2,Get some pumpkin seeds. Plant the pumpkin seeds in soil. Water the plant if it starts to dry out. Don&#x27;t water directly on the leaves. Male flowers appear. Female flowers are open for one day. Pumpkins mature 85-125 days after planting.,context: 1. get some pumpkin seeds 2. plant the pumpkin seeds in soil 3. water the plant if it starts to dry out 4. don&#x27;t water directly on the leaves 5. male flowers appear 6. female flowers are open for one day 7. pumpkins mature 85-125 days after planting. question: suppose increased global temperatures happens how will it affect more or larger pumpkins? options: a) more b) less c) no effect,no effect,wiqa,79,c) no effect,c,c) no effect,c,1
"suppose there is little pollution happens, how will it affect more fish.","['Fish lays eggs', 'Eggs hatch', 'Tiny fish called fry emerge', 'Fry eat and grow', 'Fry become adult fish', 'Fish mate and more eggs are produced.']",more,A,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",influence_graph:640:1166:120#1,1166,640,EXOGENOUS_EFFECT,4,test,0,Fish lays eggs. Eggs hatch. Tiny fish called fry emerge. Fry eat and grow. Fry become adult fish. Fish mate and more eggs are produced.,context: 1. fish lays eggs 2. eggs hatch 3. tiny fish called fry emerge 4. fry eat and grow 5. fry become adult fish 6. fish mate and more eggs are produced. question: suppose there is little pollution happens how will it affect more fish? options: a) more b) less c) no effect,more,wiqa,63,a) more,a,b) less,b,0
"suppose more injury occurring happens, how will it affect less waste being produced.","['Blood is full of different waste', 'Blood travels through the body', 'The blood enters the kidneys', 'The kidneys filter the blood', 'The waste is seperated', 'The urine contains the waste', 'The urine is expelled from the body.']",more,A,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",influence_graph:536:489:110#1,489,536,EXOGENOUS_EFFECT,3,test,0,Blood is full of different waste. Blood travels through the body. The blood enters the kidneys. The kidneys filter the blood. The waste is seperated. The urine contains the waste. The urine is expelled from the body.,context: 1. blood is full of different waste 2. blood travels through the body 3. the blood enters the kidneys 4. the kidneys filter the blood 5. the waste is seperated 6. the urine contains the waste 7. the urine is expelled from the body. question: suppose more injury occurring happens how will it affect less waste being produced? options: a) more b) less c) no effect,more,wiqa,76,a) more,a,c) no effect,c,0
"suppose more commercial fishing happens, how will it affect more magma changes in temperature.","['Magma rises to the surface during a volcano', 'The magma undergoes changes in temperature', 'The magma undergoes changes in pressure', 'The magma cools', 'The magma solidifies', 'The magma crystallizes', 'Igneous rock is formed.']",no_effect,C,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",out_of_para:36:1090:4,1090,36,OUTOFPARA_DISTRACTOR,0,test,2,Magma rises to the surface during a volcano. The magma undergoes changes in temperature. The magma undergoes changes in pressure. The magma cools. The magma solidifies. The magma crystallizes. Igneous rock is formed.,context: 1. magma rises to the surface during a volcano 2. the magma undergoes changes in temperature 3. the magma undergoes changes in pressure 4. the magma cools 5. the magma solidifies 6. the magma crystallizes 7. igneous rock is formed. question: suppose more commercial fishing happens how will it affect more magma changes in temperature? options: a) more b) less c) no effect,no effect,wiqa,93,c) no effect,c,c) no effect,c,1
"suppose wind blows less severely happens, how will it affect less crops.","['The farmer chooses a crop that will grow well in his region', 'The farmer tills the soil to loosen it', 'The farmer spreads seeds', 'The farmer tills again to plant the seeds', 'Crops grow.']",less,B,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",influence_graph:690:1347:23#1,1347,690,INPARA_EFFECT,3,test,1,The farmer chooses a crop that will grow well in his region. The farmer tills the soil to loosen it. The farmer spreads seeds. The farmer tills again to plant the seeds. Crops grow.,context: 1. the farmer chooses a crop that will grow well in his region 2. the farmer tills the soil to loosen it 3. the farmer spreads seeds 4. the farmer tills again to plant the seeds 5. crops grow. question: suppose wind blows less severely happens how will it affect less crops? options: a) more b) less c) no effect,less,wiqa,74,b) less,b,c) no effect,c,0
"suppose the area is very volcanically active happens, how will it affect larger mountains.","['Techtonic plates in the earths crust move', 'Movement creates fissures', 'Upheavals in the crust', 'Fissures allow lava to erupt into volcanoes at the surface', 'Volcanoes erupt, accumulating lava, forming mountains', 'Upheavals in the crust become their own mountains', '']",more,A,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",influence_graph:1104:100:32#0,100,1104,EXOGENOUS_EFFECT,4,test,0,"Techtonic plates in the earths crust move. Movement creates fissures. Upheavals in the crust. Fissures allow lava to erupt into volcanoes at the surface. Volcanoes erupt, accumulating lava, forming mountains. Upheavals in the crust become their own mountains.","context: 1. techtonic plates in the earths crust move 2. movement creates fissures 3. upheavals in the crust 4. fissures allow lava to erupt into volcanoes at the surface 5. volcanoes erupt, accumulating lava, forming mountains 6. upheavals in the crust become their own mountains 7.  question: suppose the area is very volcanically active happens how will it affect larger mountains? options: a) more b) less c) no effect",more,wiqa,106,a) more,a,a) more,a,1
"suppose less magma gets to the surface happens, how will it affect more/larger pumpkins.","['First you dig a whole', 'You place a pumpkin seed in the hole', 'You put some dirt over the seed', 'You water the seed', 'The seed will sprout', 'A vine will grow', 'The vine will flower', 'Pumpkins will appear where the flowers were.']",no_effect,C,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",out_of_para:1083:614:181,614,1083,OUTOFPARA_DISTRACTOR,0,test,2,First you dig a whole. You place a pumpkin seed in the hole. You put some dirt over the seed. You water the seed. The seed will sprout. A vine will grow. The vine will flower. Pumpkins will appear where the flowers were.,context: 1. first you dig a whole 2. you place a pumpkin seed in the hole 3. you put some dirt over the seed 4. you water the seed 5. the seed will sprout 6. a vine will grow 7. the vine will flower 8. pumpkins will appear where the flowers were. question: suppose less magma gets to the surface happens how will it affect more larger pumpkins? options: a) more b) less c) no effect,no effect,wiqa,84,c) no effect,c,c) no effect,c,1
